,Unnamed: 0,id,intitule,description,dateCreation,dateActualisation,romeCode,romeLibelle,appellationlibelle,typeContrat,typeContratLibelle,natureContrat,experienceExige,experienceLibelle,competences,dureeTravailLibelle,dureeTravailLibelleConverti,alternance,nombrePostes,accessibleTH,qualificationCode,qualificationLibelle,secteurActivite,secteurActiviteLibelle,qualitesProfessionnelles,lieuTravail.libelle,lieuTravail.latitude,lieuTravail.longitude,lieuTravail.codePostal,lieuTravail.commune,entreprise.nom,entreprise.entrepriseAdaptee,salaire.libelle,origineOffre.origine,origineOffre.urlOrigine,offresManqueCandidats,entreprise.description,entreprise.logo,entreprise.url,contact.nom,contact.coordonnees1,contact.courriel,deplacementCode,deplacementLibelle,salaire.complement1,salaire.complement2,formations,contact.urlPostulation,langues,origineOffre.partenaires,salaire.commentaire,permis,experienceCommentaire,contact.coordonnees2,contact.coordonnees3,agence.courriel,complementExercice,contact.commentaire,Salary
92,92.0,0078346,DATA MANAGER SPÉCIALISÉ DOCUMENTATION (H/F),"Recherche: DATA MANAGER SPÉCIALISÉ DOCUMENTATION (H/F)
Envie de choisir votre avenir par passion ou par raison ? Et pourquoi pas les deux ?
 Covéa , c'est un groupe d'assurances puissant réunissant trois marques complémentaires (MAAF, MMA, GMF).
 C'est également 21 000 collaborateurs qui mettent en commun leur talent et leur enthousiasme pour accompagner nos clients sociétaires et construire le futur de l'assurance.
 Alors, envie de construire le futur ? Rejoignez-nous
Votre mission
 Intégré à une équipe pluridisciplinaire dédiée au data management, vous participez au déploiement de la stratégie data du groupe en bâtissant les spécifications de principe, les standards pour les encadrer, les indicateurs pour en mesurer le respect et les processus pour les mettre en application.
 Au sein de la Direction Transformation, l'équipe Data Management se compose de huit personnes et chacun se répartit les différentes activités telles que la documentation, la modélisation, la réglementat... ",2022-03-03T06:02:38.000Z,2022-03-03T06:02:38.000Z,M1802,Expertise et support en systèmes d'information,Data manager,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,,,,False,1.0,False,,,,,,92 - BOULOGNE BILLANCOURT,48.836976,2.242716,,92012.0,,False,,2.0,https://candidat.pole-emploi.fr/offres/recherche/detail/0078346,, ,,,,,,,,,,,,,"[{'nom': 'JOBINTREE', 'url': 'https://www.jobintree.com/offre-emploi/covea-8100/data-manager-specialise-documentation-43413429?utm_source=pole-emploi&utm_medium=flux-offres&utm_campaign=partenaire', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/jobintree80.png'}]",,,,,,,,,
93,93.0,0078154,DATA MANAGER SPÉCIALISÉ DOCUMENTATION (H/F),"Recherche: DATA MANAGER SPÉCIALISÉ DOCUMENTATION (H/F)
Envie de choisir votre avenir par passion ou par raison ? Et pourquoi pas les deux ?
 Covéa , c'est un groupe d'assurances puissant réunissant trois marques complémentaires (MAAF, MMA, GMF).
 C'est également 21 000 collaborateurs qui mettent en commun leur talent et leur enthousiasme pour accompagner nos clients sociétaires et construire le futur de l'assurance.
 Alors, envie de construire le futur ? Rejoignez-nous
Votre mission
 Intégré à une équipe pluridisciplinaire dédiée au data management, vous participez au déploiement de la stratégie data du groupe en bâtissant les spécifications de principe, les standards pour les encadrer, les indicateurs pour en mesurer le respect et les processus pour les mettre en application.
 Au sein de la Direction Transformation, l'équipe Data Management se compose de huit personnes et chacun se répartit les différentes activités telles que la documentation, la modélisation, la réglementat... ",2022-03-03T06:02:08.000Z,2022-03-03T06:02:08.000Z,M1802,Expertise et support en systèmes d'information,Data manager,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,,,,False,1.0,False,,,,,,95 - ARGENTEUIL,48.948465,2.248202,,95018.0,,False,,2.0,https://candidat.pole-emploi.fr/offres/recherche/detail/0078154,, ,,,,,,,,,,,,,"[{'nom': 'JOBINTREE', 'url': 'https://www.jobintree.com/offre-emploi/covea-8100/data-manager-specialise-documentation-43413430?utm_source=pole-emploi&utm_medium=flux-offres&utm_campaign=partenaire', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/jobintree80.png'}]",,,,,,,,,
94,94.0,0077266,DATA MANAGER SPÉCIALISÉ DOCUMENTATION (H/F),"Recherche: DATA MANAGER SPÉCIALISÉ DOCUMENTATION (H/F)
Envie de choisir votre avenir par passion ou par raison ? Et pourquoi pas les deux ?
 Covéa , c'est un groupe d'assurances puissant réunissant trois marques complémentaires (MAAF, MMA, GMF).
 C'est également 21 000 collaborateurs qui mettent en commun leur talent et leur enthousiasme pour accompagner nos clients sociétaires et construire le futur de l'assurance.
 Alors, envie de construire le futur ? Rejoignez-nous
Votre mission
 Intégré à une équipe pluridisciplinaire dédiée au data management, vous participez au déploiement de la stratégie data du groupe en bâtissant les spécifications de principe, les standards pour les encadrer, les indicateurs pour en mesurer le respect et les processus pour les mettre en application.
 Au sein de la Direction Transformation, l'équipe Data Management se compose de huit personnes et chacun se répartit les différentes activités telles que la documentation, la modélisation, la réglementat... ",2022-03-03T05:59:42.000Z,2022-03-03T05:59:42.000Z,M1802,Expertise et support en systèmes d'information,Data manager,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,,,,False,1.0,False,,,,,,93 - MONTREUIL,48.863728,2.449364,,93048.0,,False,,2.0,https://candidat.pole-emploi.fr/offres/recherche/detail/0077266,, ,,,,,,,,,,,,,"[{'nom': 'JOBINTREE', 'url': 'https://www.jobintree.com/offre-emploi/covea-8100/data-manager-specialise-documentation-43413432?utm_source=pole-emploi&utm_medium=flux-offres&utm_campaign=partenaire', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/jobintree80.png'}]",,,,,,,,,
95,95.0,0076860,DATA MANAGER (H/F),"Recherche: DATA MANAGER (H/F)
Contexte Work Agency est une société de recrutement spécialisée dans les secteurs à forts technicités :- ingénierie et industrie ;- ingénierie informatique ;- infrastructure et sécurité ;Nos consultants en recrutement sont des experts métiers capables d'identifier vos problématiques pour mieux vous aider à les résoudre. Collaborer avec Work Agency c'est miser sur une approche personnalisée de vos besoins.Nos agences : LEVALLOIS-PERRET - PARIS - MARSEILLE - LYON Poste et missions Directement intégré(e) au siège situé à Paris, vous travaillez en étroite collaboration avec les équipes métiers. Ce groupe leader sur son marché recrute dès que possible un Data manager (H/F) en CDI à temps complet afin de continuer son processus de développement. Missions : Au sein de la DSI et rattaché(e) à l'équipe ERP, vous êtes en charge de l'administration des interfaces d'échanges de données internes et externes ainsi que de son développement. Vos principales missions ... ",2022-03-03T05:58:35.000Z,2022-03-03T05:58:35.000Z,M1802,Expertise et support en systèmes d'information,Data manager,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,,,,False,1.0,False,,,,,,75 - PARIS 01,48.859,2.347,,75101.0,,False,,2.0,https://candidat.pole-emploi.fr/offres/recherche/detail/0076860,, ,,,,,,,,,,,,,"[{'nom': 'JOBINTREE', 'url': 'https://www.jobintree.com/offre-emploi/work-agency-7936/data-manager-43442707?utm_source=pole-emploi&utm_medium=flux-offres&utm_campaign=partenaire', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/jobintree80.png'}]",,,,,,,,,
96,96.0,0076627,DATA MANAGER SENIOR (H/F),"Recherche: DATA MANAGER SENIOR (H/F)
L'Institut du Cerveau est une Fondation privée reconnue d'utilité publique dont l'objet est la recherche fondamentale et clinique sur le système nerveux.Sur un même lieu, 700 chercheurs, ingénieurs et médecins couvrent l'ensemble des disciplines de la neurologie, dans le but d'accélérer les découvertes sur le fonctionnement du cerveau et les développements de traitements sur les maladies comme : Alzheimer, Parkinson, Sclérose en plaques, épilepsie, dépression, paraplégies, tétraplégies, etc.Actuellement nous recrutons un(e) Data Manager Senior (h/f) en CDI. Data Manager Senior (h/f)Poste :Nous recherchons actuellement une personne capable de coordonner la gestion des données à l'Institut du cerveau de Paris. Si vous êtes la personne que nous recherchons, vous guiderez, formerez et soutiendrez les équipes et les plateformes de recherche sur la bonne approche pour leur gestion de données. Vous les guiderez tout au long du cycle de vie de leurs do... ",2022-03-03T05:58:01.000Z,2022-03-03T05:58:01.000Z,M1802,Expertise et support en systèmes d'information,Data manager,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,,,,False,1.0,False,,,,,,94 - GENTILLY,48.812317,2.342606,,94037.0,,False,,2.0,https://candidat.pole-emploi.fr/offres/recherche/detail/0076627,, ,,,,,,,,,,,,,"[{'nom': 'JOBINTREE', 'url': 'https://www.jobintree.com/offre-emploi/institut-cerveau-de-moelle-epiniere-7936/data-manager-senior-43441271?utm_source=pole-emploi&utm_medium=flux-offres&utm_campaign=partenaire', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/jobintree80.png'}]",,,,,,,,,
97,97.0,0076138,DATA MANAGER SPÉCIALISÉ DOCUMENTATION (H/F),"Recherche: DATA MANAGER SPÉCIALISÉ DOCUMENTATION (H/F)
Envie de choisir votre avenir par passion ou par raison ? Et pourquoi pas les deux ?
 Covéa , c'est un groupe d'assurances puissant réunissant trois marques complémentaires (MAAF, MMA, GMF).
 C'est également 21 000 collaborateurs qui mettent en commun leur talent et leur enthousiasme pour accompagner nos clients sociétaires et construire le futur de l'assurance.
 Alors, envie de construire le futur ? Rejoignez-nous
Votre mission
 Intégré à une équipe pluridisciplinaire dédiée au data management, vous participez au déploiement de la stratégie data du groupe en bâtissant les spécifications de principe, les standards pour les encadrer, les indicateurs pour en mesurer le respect et les processus pour les mettre en application.
 Au sein de la Direction Transformation, l'équipe Data Management se compose de huit personnes et chacun se répartit les différentes activités telles que la documentation, la modélisation, la réglementat... ",2022-03-03T05:56:43.000Z,2022-03-03T06:03:16.000Z,M1802,Expertise et support en systèmes d'information,Data manager,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,,,,False,1.0,False,,,,,,75 - PARIS 01,48.859,2.347,,75101.0,,False,,2.0,https://candidat.pole-emploi.fr/offres/recherche/detail/0076138,, ,,,,,,,,,,,,,"[{'nom': 'JOBINTREE', 'url': 'https://www.jobintree.com/offre-emploi/covea-8100/data-manager-specialise-documentation-43413428?utm_source=pole-emploi&utm_medium=flux-offres&utm_campaign=partenaire', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/jobintree80.png'}]",,,,,,,,,
98,98.0,0075927,DATA MANAGER EXPERT GENERALISTE (IT) (H/F),"Recherche: DATA MANAGER EXPERT GENERALISTE (IT) (H/F)
Postuler uniquement SUR NOTRE SITE
La création de profil ne prendra que 3 minutes
---------------------------------------------------
Missions principales
Accompagner les métiers dans la définition de leur plan d'action Data Management : pour chaque projet, différentes actions de Data Management devront être réalisées dès le cadrage et tout au long de la vie du projet ; lors du cadrage, un plan d'action doit être consolidé afin que ces actions soient réalisées par les acteurs concernés tout au long du projetAccompagner les acteurs du projet dans la définition des rôles du Data Management, et en particulier dans la nomination d'un Data Manager sur le projet ; réalisation si nécessaire d'atelier(s) permettant de préciser les rôles et responsabilités des différents acteurs du projet
autour du Data Management
Exécuter sur le datalake les actions de data management (rédiger ou compléter les specs d'interface; s'assurer de la bonne... ",2022-03-03T05:56:13.000Z,2022-03-03T05:56:13.000Z,M1802,Expertise et support en systèmes d'information,Data manager,LIB,Profession libérale,Emploi non salarié,D,Débutant accepté,,,,False,1.0,False,,,,,,92 - ISSY LES MOULINEAUX,48.823903,2.262888,,92040.0,,False,,2.0,https://candidat.pole-emploi.fr/offres/recherche/detail/0075927,, ,,,,,,,,,,,,,"[{'nom': 'JOBINTREE', 'url': 'https://www.jobintree.com/offre-emploi/carriere-info-7952/data-manager-expert-generaliste-it-43396820?utm_source=pole-emploi&utm_medium=flux-offres&utm_campaign=partenaire', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/jobintree80.png'}]",,,,,,,,,
99,99.0,0075731,DATA SCIENTIST - LUTTE CONTRE LA FRAUDE (H/F),"Recherche: DATA SCIENTIST - LUTTE CONTRE LA FRAUDE (H/F)
Rejoindre La Banque Postale, c'est intégrer une banque citoyenne, dynamique et innovante, qui poursuit un développement accéléré sur les marchés de la banque de détail; de l'assurance et de la gestion d'actifs.
Banque de service public, La Banque Postale accompagne ses clients dans une relation bancaire durable : 10,7 millions de clients particuliers et 400 000 clients entreprises, professionnels, acteurs de l'économie sociale et du secteur public local lui font confiance.
Vos missions
En tant que Data-Scientist Lutte contre la fraude, vous aurez pour missions:
La réalisation d'études sur l'activité de lutte contre la fraude en lien avec les enjeux stratégiques et projets du digital et de la direction des paiements
Conduire les études permettant d'anticiper les évolutions des comportements de fraudeProposer des améliorations des modèles de détection de fraude. Vous interviendrez à ce titre pour la lutte contre la fraude... ",2022-03-03T05:55:42.000Z,2022-03-03T05:55:42.000Z,M1403,Études et prospectives socio-économiques,Data scientist,LIB,Profession libérale,Emploi non salarié,D,Débutant accepté,,,,False,1.0,False,,,,,,75 - PARIS 01,48.859,2.347,,75101.0,,False,,2.0,https://candidat.pole-emploi.fr/offres/recherche/detail/0075731,, ,,,,,,,,,,,,,"[{'nom': 'JOBINTREE', 'url': 'https://www.jobintree.com/offre-emploi/la-banque-postale-7952/data-scientist-lutte-contre-fraude-43394952?utm_source=pole-emploi&utm_medium=flux-offres&utm_campaign=partenaire', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/jobintree80.png'}]",,,,,,,,,
100,100.0,0075213,MARKETING DATA GOVERNANCE MANAGER - CDI (H/F),"Recherche: MARKETING DATA GOVERNANCE MANAGER - CDI (H/F)
Klépierre, leader européen de centres commerciaux, est présent dans 10 pays et accueille chaque année plus d'1,1 milliard de visites au sein de ses 100 centres leader . La signature du Groupe, Shop. Meet. Connect.®, traduit sa conception du centre commercial : un lieu de vie, de partage et d'expériences pour ses clients visiteurs et une plateforme européenne de rayonnement pour les enseignes. Un lieude services, ancré dans les territoires et en interaction avec les communautés qui y convergent.
Nous recherchons notre :
MARKETING DATA GOVERNANCE MANAGER (H/F) - CDI
(Poste basé à Paris 9ème )
Rattaché à notre Operational & Marketing Data Director et en tant que leader et expert de sa discipline, il contribue à harmoniser et optimiser la gouvernance data du groupe.
Il travaille en étroite collaboration avec les autres services du Marketing Group, les Responsables Marketing pays, .
Ses missions principales :
- S'assure que l... ",2022-03-03T05:54:26.000Z,2022-03-03T05:54:26.000Z,M1802,Expertise et support en systèmes d'information,Data manager,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,,,,False,1.0,False,,,,,,75 - PARIS 01,48.859,2.347,,75101.0,,False,,2.0,https://candidat.pole-emploi.fr/offres/recherche/detail/0075213,, ,,,,,,,,,,,,,"[{'nom': 'JOBINTREE', 'url': 'https://www.jobintree.com/offre-emploi/klepierre-7936/marketing-data-governance-manager-cdi-43391779?utm_source=pole-emploi&utm_medium=flux-offres&utm_campaign=partenaire', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/jobintree80.png'}]",,,,,,,,,
101,101.0,0072938,DATA SCIENTIST (H/F),"Recherche: DATA SCIENTIST (H/F)
Nous recherchons pour le compte de l'un de nos clients un Développeur (H/F) un Ingénieur / Développeur bases de données (H/F) 
Synthèse de la mission :
- Labélisation des données d'historique des incidents
- Mise en place des algorithmes de Machine Learning pour chaque cas d'usage
- Déploiement et test des résultats obtenus
- Intervention sur d'autres sujets au sein de la Squad.
 ",2022-03-03T05:09:32.000Z,2022-03-03T05:09:32.000Z,M1403,Études et prospectives socio-économiques,Data scientist,CDD,Contrat à durée déterminée - 24 Mois,Cont. professionnalisation,D,Débutant accepté,,,,True,1.0,False,,,,,,75 - PARIS 01,48.859,2.347,,75101.0,,False,,2.0,https://candidat.pole-emploi.fr/offres/recherche/detail/0072938,, ,,,,,,,,,,,,,"[{'nom': 'JOBINTREE', 'url': 'https://www.jobintree.com/offre-emploi/cfa-insta-5177/data-scientist-32048741?utm_source=pole-emploi&utm_medium=flux-offres&utm_campaign=partenaire', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/jobintree80.png'}]",,,,,,,,,
102,102.0,0072773,INGÉNIEUR BIG DATA (H/F),"Recherche: INGÉNIEUR BIG DATA (H/F)
Afin de répondre aux besoins de ses clients et dans le cadre de ses projets d'évolution, nous recherchons pour l'un de nos client un Ingénieur Big Data F/H.Notre client est une entreprise de Services du Numérique internationale présente sur le marché depuis plus de 40ans. Avec plus de 3 000 collaborateurs, elle propose des solutions personnalisées à ses clients grands comptes et PME, notamment les sociétés du CAC 40, et les accompagne de la stratégie à la mise en œuvre des projets informatiques et industriels, jusqu'à l'expertise et la formation. Elle intervient sur des secteurs tels que : Banque, Assurance, Mutuelles / Retraites, Télécoms, Multimédia, Retail, Automobile, Transport, Défense et Aéronautique.MissionsIntégré(e) Au sein d'équipes projets, vos missions seront les suivantes :Garantir le fonctionnement optimal des outils ou systèmes dont il a la chargeGarantir la résolution des incidents de niveau 3 et contribuer à l'élaboration d'acti... ",2022-03-03T05:09:09.000Z,2022-03-03T05:09:09.000Z,M1802,Expertise et support en systèmes d'information,Ingénieur / Ingénieure système informatique,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,,,,False,1.0,False,,,,,,75 - PARIS 01,48.859,2.347,,75101.0,,False,,2.0,https://candidat.pole-emploi.fr/offres/recherche/detail/0072773,, ,,,,,,,,,,,,,"[{'nom': 'JOBINTREE', 'url': 'https://www.jobintree.com/offre-emploi/junior-talent-7936/ingenieur-big-data-43432816?utm_source=pole-emploi&utm_medium=flux-offres&utm_campaign=partenaire', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/jobintree80.png'}]",,,,,,,,,
103,103.0,0072754,DATA MANAGER SENIOR (H/F),"Recherche: DATA MANAGER SENIOR (H/F)
L'Institut du Cerveau est une Fondation privée reconnue d'utilité publique dont l'objet est la recherche fondamentale et clinique sur le système nerveux.Sur un même lieu, 700 chercheurs, ingénieurs et médecins couvrent l'ensemble des disciplines de la neurologie, dans le but d'accélérer les découvertes sur le fonctionnement du cerveau et les développements de traitements sur les maladies comme : Alzheimer, Parkinson, Sclérose en plaques, épilepsie, dépression, paraplégies, tétraplégies, etc.Actuellement nous recrutons un(e) Data Manager Senior (h/f) en CDI. Data Manager Senior (h/f)Poste :Nous recherchons actuellement une personne capable de coordonner la gestion des données à l'Institut du cerveau de Paris. Si vous êtes la personne que nous recherchons, vous guiderez, formerez et soutiendrez les équipes et les plateformes de recherche sur la bonne approche pour leur gestion de données. Vous les guiderez tout au long du cycle de vie de leurs do... ",2022-03-03T05:09:07.000Z,2022-03-03T05:09:07.000Z,M1802,Expertise et support en systèmes d'information,Data manager,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,,,,False,1.0,False,,,,,,92 - MALAKOFF,48.81742,2.294086,,92046.0,,False,,2.0,https://candidat.pole-emploi.fr/offres/recherche/detail/0072754,, ,,,,,,,,,,,,,"[{'nom': 'JOBINTREE', 'url': 'https://www.jobintree.com/offre-emploi/institut-cerveau-de-moelle-epiniere-7936/data-manager-senior-43435183?utm_source=pole-emploi&utm_medium=flux-offres&utm_campaign=partenaire', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/jobintree80.png'}]",,,,,,,,,
104,104.0,0072284,Data Solution Architect (H/F),"Carrefour capitalise sur la richesse de ses données pour développer de nouvelles solutions à destination de ses partenaires, incluant le partage d'insights à forte valeur ajoutée, le ciblage et l'activation marketing au travers de campagnes de dernière génération, la publicité digitale ciblée, etc. L'ensemble de ces solutions sont développées et déployées dans le cadre d'un programme de valorisation de la donnée appelé ""Carrefour Links"". Porteur de cette ambition, la Direction Links Operations, recrute un(e) : Data Solution Architect (H/F) PROFIL : Diplômé(e) d'une École d'ingénieur ou équivalent Bac+5 minimum Vous avez au moins 5 ans d'expérience dont 2 ans sur un poste équivalent. Vous détenez une ou plusieurs certifications Google Cloud Platform (ou Azure ou AWS). Vous avez un anglais professionnel à l'oral comme à l'écrit. COMPÉTENCES : Vous êtes passionné(e) par la Data et faisant preuve à la fois d'expertise technique et d'appétence fonctionnelle. Vous avez participé par le passé à la conception et/ou à la migration d'entrepôts et de lacs de données sur le Cloud. Vous avez eu par le passé une expérience riche et avérée en tant que Développeur(se) Senior/Lead Technique. Vous êtes très à l'écoute avec d'excellentes capacités de synthèse et d'analyse. Vous êtes bien organisé(e) et rigoureux(se) dans la conception et la documentation de vos solutions. Vous êtes à l'aise pour préparer et mener des présentations et adapter votre discours en fonction de l'audience en face de vous. Vous appréciez le travail en équipe dans un contexte Agile (Scrum, SAFe). Vous faites preuve de leadership et êtes capable de fédérer les différentes parties prenantes autour de vos initiatives. Vous êtes curieux et menez régulièrement de la veille technologique autour des thématiques Cloud, Data, IA et Devops. RESPONSABILITÉS : Collecter et analyser les besoins exprimés par les différents métiers de Carrefour Links. Identifier les offres adaptées sur Google Cloud Platform et concevoir les architectures des solutions en prenant en compte à la fois les besoins fonctionnels et les besoins non fonctionnels. Concevoir les modèles de données au sein du Group Datawarehouse et des différents Data Marts en s'appuyant sur les solutions Google Cloud. Etre garant(e) de l'homogénéité et la cohérence des architectures et modèles de données définis sur le périmètre Carrefour Links. Exemples de technologies utilisées sur le périmètre Carrefour Links : BigQuery, dbt, Looker, Data Studio, Cloud Functions, Cloud Workflows, Node.js, Vue.js, Python. Informations complémentaires : Le poste est basé en région parisienne avec possibilité de télétravail jusqu'à 3 jours par semaine. Des déplacements au sein des entités, et leurs agences peuvent avoir lieu. Type de contrat : CDI Statut : Cadre Lieu : Massy ",2022-03-03T05:08:02.000Z,2022-03-03T05:08:02.000Z,M1802,Expertise et support en systèmes d'information,Analyste en vulnérabilité de code logiciel,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 5 An(s),,,,False,1.0,False,9.0,Cadre,,,,91 - YERRES,48.710884,2.491344,,91691.0,,False,,2.0,https://candidat.pole-emploi.fr/offres/recherche/detail/0072284,, ,,,,,,,,,,,,,"[{'nom': 'JOBIJOBA', 'url': 'https://www.jobijoba.com/fr/annonce/26/ad8a6715666d5f358333e77298180e84', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/jobijoba80.png'}]",,,,,,,,,
105,105.0,0071700,Data Solution Architect (H/F),"Carrefour capitalise sur la richesse de ses données pour développer de nouvelles solutions à destination de ses partenaires, incluant le partage d'insights à forte valeur ajoutée, le ciblage et l'activation marketing au travers de campagnes de dernière génération, la publicité digitale ciblée, etc. L'ensemble de ces solutions sont développées et déployées dans le cadre d'un programme de valorisation de la donnée appelé ""Carrefour Links"". Porteur de cette ambition, la Direction Links Operations, recrute un(e) : Data Solution Architect (H/F) PROFIL : Diplômé(e) d'une École d'ingénieur ou équivalent Bac+5 minimum Vous avez au moins 5 ans d'expérience dont 2 ans sur un poste équivalent. Vous détenez une ou plusieurs certifications Google Cloud Platform (ou Azure ou AWS). Vous avez un anglais professionnel à l'oral comme à l'écrit. COMPÉTENCES : Vous êtes passionné(e) par la Data et faisant preuve à la fois d'expertise technique et d'appétence fonctionnelle. Vous avez participé par le passé à la conception et/ou à la migration d'entrepôts et de lacs de données sur le Cloud. Vous avez eu par le passé une expérience riche et avérée en tant que Développeur(se) Senior/Lead Technique. Vous êtes très à l'écoute avec d'excellentes capacités de synthèse et d'analyse. Vous êtes bien organisé(e) et rigoureux(se) dans la conception et la documentation de vos solutions. Vous êtes à l'aise pour préparer et mener des présentations et adapter votre discours en fonction de l'audience en face de vous. Vous appréciez le travail en équipe dans un contexte Agile (Scrum, SAFe). Vous faites preuve de leadership et êtes capable de fédérer les différentes parties prenantes autour de vos initiatives. Vous êtes curieux et menez régulièrement de la veille technologique autour des thématiques Cloud, Data, IA et Devops. RESPONSABILITÉS : Collecter et analyser les besoins exprimés par les différents métiers de Carrefour Links. Identifier les offres adaptées sur Google Cloud Platform et concevoir les architectures des solutions en prenant en compte à la fois les besoins fonctionnels et les besoins non fonctionnels. Concevoir les modèles de données au sein du Group Datawarehouse et des différents Data Marts en s'appuyant sur les solutions Google Cloud. Etre garant(e) de l'homogénéité et la cohérence des architectures et modèles de données définis sur le périmètre Carrefour Links. Exemples de technologies utilisées sur le périmètre Carrefour Links : BigQuery, dbt, Looker, Data Studio, Cloud Functions, Cloud Workflows, Node.js, Vue.js, Python. Informations complémentaires : Le poste est basé en région parisienne avec possibilité de télétravail jusqu'à 3 jours par semaine. Des déplacements au sein des entités, et leurs agences peuvent avoir lieu. Type de contrat : CDI Statut : Cadre Lieu : Massy ",2022-03-03T05:06:36.000Z,2022-03-03T05:06:36.000Z,M1802,Expertise et support en systèmes d'information,Analyste en vulnérabilité de code logiciel,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 5 An(s),,,,False,1.0,False,9.0,Cadre,,,,91 - STE GENEVIEVE DES BOIS,48.639041,2.327655,,91549.0,,False,,2.0,https://candidat.pole-emploi.fr/offres/recherche/detail/0071700,, ,,,,,,,,,,,,,"[{'nom': 'JOBIJOBA', 'url': 'https://www.jobijoba.com/fr/annonce/26/94ed1cd54abefe8faeda5cfb0d46ffb9', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/jobijoba80.png'}]",,,,,,,,,
