,Title,Location,Company,Rating,Salary,Synopsis
62,Consultant(e) BI - Big Data - Nantes,Nantes (44),Azeo Talents & Technology,None,None,"Pays:
France
Villes:
Nantes
Domaine de spécialisation :
Analytics
Description du poste
Avanade France
Une joint-venture entre Microsoft et Accenture avec des expert(es) Microsoft.
Une entreprise récompensée par Microsoft en tant que “Partner of the year” pour la France.
Un process de mentoring et de suivi d’évolution de carrière avec un point tous les trois mois sur vos objectifs, votre évolution et votre bien-être dans l’entreprise avec votre Career Advisor.
La possibilité de se former et de se certifier avec un minimum de 80 heures de formation par an.
Un équilibre vie professionnelle/personnelle avec une charte de télétravail et une indemnité de télétravail.
Un budget pour l’achat de matériel High-tech.
Si vous voulez connaitre tous les avantages que vous aurez en nous rejoignant, cliquez sur ce lien.
L’équipe Analytics
Data Analytics a pour objectif d'implémenter des solutions permettant de collecter, modéliser et restituer les données en accompagnant nos clients à effectuer une analyse précise grâce à des rapports/tableaux de bord. Devenez Data Analyst, Data Engineer, BI Developer, Delivery Lead !
Data Platform a pour objectif de configurer et d’administrer une infrastructure de données dans le cloud ou sur site, y compris le stockage des bases de données et de l'infrastructure Big Data.
Data Science a pour objectif d’apporter des capacités d'intelligence artificielle afin d’obtenir des informations sur les données, relever les principaux défis commerciaux et apporter une valeur commerciale supplémentaire aux clients. Devenez Data Scientist, AI Engineer, NoSQL Data Analyst !
Information Governance a pour objectif de définir, modéliser et mettre en œuvre des solutions et des processus de gouvernance de données afin de garantir la bonne gestion des données. Devenez Business Data Analyst ou Data Management Consultant !
Data architecture a pour objectif de traduire les besoins d'analyse en solutions, accompagner les clients pour définir leurs stratégies de données, construire le programme Analytics et mettre en œuvre l’architecture pour des cas d'usage BI, Big Data, IA et ML. Devenez Data Architect.
Votre rôle dans l’équipe
Dans un mode collaboratif et motivant, animé par les rituels de méthodologie Scrum Agile, vous serez amené(e) à participer aux différentes phases des projets décisionnels pour nos clients. Nous travaillons essentiellement sur des projets Cloud comme celui de Microsoft avec Azure.

Vous serez amené(e) à travailler sur :
L’évaluation et analyse des besoins client et son environnement
La définition de spécifications techniques et fonctionnelles
La formation des utilisateurs
La réalisation et l’accompagnement de l’industrialisation des solutions pour nos clients :
Extraction, nettoyage, transformation, ingestion des données (ETL/ELT)
Mise en place de dashboards et rapport selon les bonnes pratiques de data visualisation et les règles de sécurité définies avec nos clients
Accompagner des profils plus juniors grâce à vos connaissances et à notre programme dédié de formations et de certifications prises en charge par Avanade (80 heures/an de formation obligatoire).
De participer aux Avant-ventes (définition et validation de la solution, contribution à la rédaction d’Appels d’Offres, participation aux soutenances des propositions).
Faire de la veille technologique autour des solutions BI
Vous faites partie de l’aventure si
De formation ingénieur(e) ou équivalent, vous avez une expérience d’au moins 4 ans sur du développement en environnement Big Data (architecture Hadoop, Spark, Hive, Hbase, Kafka…) ou en Informatique Décisionnelle (Microsoft BI, Talend, Informatica…). Un bon niveau d’anglais à l’écrit comme à l’oral est indispensable.
Les « hard skills » de l’équipe Analytics
Azure Data Factory, Azure Databricks, Azure Synapse Analytics, SQL Database, Azure Data Lake, MSBI (SSIS, SSAS, SSRS), Power BI

Le processus de recrutement chez Avanade


Partager cette offre:
Partager Facebook Twitter Email
À propos d'Avanade

Avanade est le premier intégrateur de services numériques et cloud, de conseil, de solutions sectorielles et d'expériences innovantes dans l'ensemble de l'écosystème Microsoft. Chaque jour, nos 56 000 professionnels répartis dans 26 pays font la différence sur le plan humain pour nos clients, leurs employés et leurs clients finaux.
Comptant à notre actif le plus grand nombre de certifications Microsoft (plus de 60 000) et les 18 compétences Microsoft de niveau Gold, nous sommes idéalement positionnés pour aider les entreprises à se développer et à relever leurs défis.
Nous sommes une entreprise centrée sur l'humain, qui s'engage à offrir un environnement de travail inclusif encourageant le ""bien être soi-même"" au travail. En qualité d'entreprise responsable, nous contribuons à bâtir un monde durable et aidons les jeunes des communautés sous-représentées à exploiter leur potentiel et à se réaliser.
Détenue majoritairement par Accenture, la société Avanade a été fondée en 2000 par Accenture LLP et Microsoft Corporation. Pour en savoir plus www.avanade.com."
63,IBM Client Engineer -Ingénieur.e Spécialiste des Données exp...,Bois-Colombes (92),IBM,3.9,None,"Introduction
Les ingénieur(e)s du Garage IBM font partie d'une équipe interdisciplinaire qui assure l’expérience unique de co-création pour accélérer la transformation des clients.

Your Role and Responsibilities
En tant qu'ingénieur(e) Spécialiste des Données (Data Engineer), vouq
rassemblez, préparez, nettoyez, transformez, stockez et traitez les données clients pour l’analyse et l’automatisation de l’IA.proposez des solutions et des approches pour le traitement de données complexes et non-structurées.travaillez étroitement avec les ""Data Architects"" et ""Data Scientists"".
IBMReferred_Europe

IBMreferred_France

IBMReferred_Europe


Required Technical and Professional Expertise
Concevoir et mettre en oeuvre des pipelines de données et de nouvelles intégrations d’API pour soutenir l’accès aux donnéesCollaborer avec le client et l’équipe des ""Data Scientists"" IBM pour identifier les sources de données pour les nouveaux modèles.Concevoir des processus et des systèmes pour surveiller la qualité des données à l’aide de tests et de statistiquesMaintenir d'une vaste connaissance des langages et des outils liés à gestion des données (SQL, bases de données noSQL, Hadoop, ""data lakes"", etc.)Possèder une connaissance de Python ou d’autres langages de programmation
Maîtriser couramment le français et l'anglais.


Preferred Technical and Professional Expertise


About Business Unit
IBM a une présence mondiale, opérant dans plus de 175 pays avec une large répartition géographique de ses revenus. L'organisation Global Markets de la société est une unité commerciale stratégique qui gère l'empreinte mondiale d'IBM, en travaillant en étroite collaboration avec des unités d'exploitation nationales dédiées pour servir les clients localement. Ces équipes nationales disposent de gestionnaires de la relation client qui dirigent des équipes intégrées de consultants, de spécialistes des solutions et de professionnels de la prestation de services afin de favoriser la croissance et l'innovation des clients. En complétant l'expertise locale par une expérience mondiale et des capacités numériques, IBM établit des relations profondes et étendues avec ses clients. L'accent mis sur la gestion locale favorise la rapidité de l'assistance aux clients, la prise en compte des nouveaux marchés et les investissements dans les opportunités émergentes. En outre, l'organisation Global Markets offre aux clients une expertise dans leur secteur d'activité ainsi que des produits et services fournis par IBM et ses partenaires. IBM étend également sa portée auprès de ses clients, nouveaux et existants, par le biais de places de marché numériques.

Your Life @ IBM
Quel est votre objectif lorsque vous recherchez votre prochain défi professionnel ?Que diriez-vous d’aider à changer vraiment le monde ? d’intégrer une entreprise qui vous offrirait des possibilités de carrière et de développement incroyables et diversifiées – ou l’inclusion et la diversité sont une réalité - où vous pouvez vraiment découvrir votre passion ? Êtes-vous à la recherche d’une culture d’ouverture, collaborative et où chaque voix compte ? Si oui, alors IBM pourrait être votre prochain défi de carrière. Rejoignez-nous, non pas seulement pour faire quelque chose de mieux, mais pour tenter des choses que vous n’avez jamais pensé possibles.

About IBM
La plus grande invention d'IBM est l'IBMer. Nous pensons que le monde progresse grâce à la pensée, aux actions, et aux leaderships innovants. Les IBMers mettent l'application de l'intelligence, de la raison et de la science, au service de l’amélioration des affaires, de la société et de la condition humaine. Nous réinventant sans cesse depuis 1911, nous sommes le plus grand employeur de technologies et de services-conseils au monde, avec plus de 380 000 employés d'IBM au service de clients dans 170 pays.

Location Statement
IBM souhaite que vous vous investissiez pleinement dans votre travail, ce qui peut signifier pour vous la possibilité de travailler de manière flexible. Si vous êtes intéressé par un modèle de travail flexible, veuillez vous adresser à notre équipe de recrutement pour savoir si cela est possible dans l'environnement de travail actuel.

Being You @ IBM
IBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, pregnancy, disability, age, veteran status, or other characteristics. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status."
64,TECH LEAD DATA - H/F,Montreuil (93)+ 1 lieu,BNP Paribas,3.9,None,"TECH LEAD DATA - H/F (NUMÉRO DE L'EMPLOI : !I_BDDFIT_SDI_0018)

Tech lead DATA - h/f
Concrètement, votre quotidien ?

Au sein de l'entité du département Socles, Référentiels SI et Data, vous animez une communauté d'ingénieurs en leur montrant les bonnes pratiques d'ingénierie logicielle. Vous participez au design et au développement d'applications tout en vous assurant de la qualité fonctionnelle et techniques des livraisons.
En support du Product Owner pour l'intégration de nouvelles fonctionnalités, vous êtes le référent technique du produit. Vous êtes à l'initiative ou promoteur de bonnes pratiques pour faciliter les implémentations (qualité du code, automatisation, techniques et outils de facilitation), dans un objectif d'amélioration continue.
Vous faites partie des experts techniques : vous consacrez une partie de votre temps à coder avec l’équipe afin de bien sentir le sujet et être en mesure d'aider l'équipe.
Vous faites progresser chaque membre de l’équipe, techniquement comme humainement.
Vous fluidifiez la communication tant avec les développeurs qu’avec les équipes qui gravitent autour.

L'environnement de travail, c'est important !

Au sein de la DSI de la banque de détail en France (BDDF IT) vous rejoindrez l'entité DATA du département Socles, Référentiels SI et Data, et intégrerez une X-Team dynamique et conviviale travaillant sur des assets au cœur de la stratégie SI.

Si les nouvelles technologies vous intéressent, si le mode de fonctionnement Produit agile en adhérence avec des projets Métier innovants vous attire, alors rejoignez-nous vite!

Et après ?

Ce poste vous permettra :

- d'élargir votre connaissance aussi bien technologique que fonctionnelle compte-tenu des nombreux sujets utilisateurs du socle Data Hub
de contribuer à l'innovation et à la transformation du SI.

Vous pourrez ainsi évoluer, après ce poste, aussi bien sur d'autres postes impliquant de l'expertise technologique ou des sujets Métiers.

Pourquoi rejoindre BNP Paribas ?

Notre monde change : notre manière de nous informer, de consommer… et de travailler aussi ! Aujourd’hui, ce qui compte dans un job, c’est de vivre de véritables expériences, d’apprendre, de partager objectifs et résultats avec ses collègues. Bref, de tracer son propre chemin, différent, responsable et durable. Chez BNP Paribas, nous recrutons nos collaborateurs avec l’idée qu’ils nous aideront à concevoir le monde et la banque de demain.
Vous voulez connaître toutes les raisons de nous rejoindre ? Rendez-vous sur : https://group.bnpparibas/emploi-carriere/bnp-paribas

Et la rémunération ?

C'est un sujet important, qui sera bien sûr abordé. Nous saurons valoriser votre expérience et votre parcours.

Et vous ? Etes-vous notre Tech lead ?

Oui, si vous êtes diplômé(e) d’un Bac+5 en école d’ingénieur ou équivalent universitaire avec une spécialisation en informatique. Vous avez au moins 5 ans d'expérience dans le domaine informatique et dans les technologies Big Data (idéalement Teradata), vous détenez de bonnes compétences en développement informatique et en architecture, et vous maitrisez Spark, Oracle, NoSQL Key Value, Hadoop et Hive.

Vous êtes reconnu pour votre capacité à collaborer et votre capacité de créativité et d’innovation. Vous vous distinguez par votre capacité à inspirer les autres et générer l’engagement. Enfin, votre orientation résultats finira de nous convaincre.

Dans un monde qui change, la diversité, l’équité et l’inclusion sont des valeurs clés pour le bien-être et la performance des équipes. Chez BNP Paribas, nous souhaitons accueillir et retenir tous les talents sans distinction : c’est ainsi que nous construirons, ensemble, la finance de demain, innovante, responsable et durable.

Enfin, nous attachons une importance particulière à ce que nos futurs collaborateurs agissent au quotidien avec responsabilité et éthique professionnelle.
À tout moment pendant le processus de recrutement, les informations figurant sur votre CV, vos données d'identification et vos antécédents pourront être vérifiés.

Lieu principal: FR-Île-de-France-MONTREUIL
Type d'emploi: CDI
Domaine d'activité: INFORMATIQUE
Niveau d'Etudes: Non indiqué
Niveau d'expérience: Au moins 3 ans
Horaire: Temps plein"
65,Data Manager H/F,28000 Chartres,Walters People,3.1,32 000 € - 37 000 € par an,"Nous recrutons un(e) Data Manager H/F pour un CDD d'un an. Le poste est basé à Chartres. Vous travaillerez pour un grand groupe spécialisé en industrialisation. Le poste est à pourvoir dès que possible avec une rémunération comprises entre 32 000€ et 37 000€ brut.
Walters People est un cabinet de recrutement offrant des opportunités en intérim, CDD et CDI en Île de France, Rhône Alpes et dans la région Grand Ouest.

Notre équipe est spécialisée sur les métiers du Digital/Marketing/Communication avec un objectif : créer la meilleure association entre les besoins de nos partenaires et les ambitions professionnelles de nos candidats.

Au sein du département Supply Technical et en lien étroit avec les départements marketing/commercial, R&D, planning usine - commercial et qualité, le Data Manager H/F est chargé d’assurer le lancement de tous les nouveaux produits conformément aux spécifications demandées , dans les délais impartis et en tenant compte des contraintes de l’usine.

Vos principales missions :

Gestion de données
Création de codes
Travail sur les bases de données
Remplir les fichiers de suivi
Vous êtes en relaton avec les activity manager

De formation minimum Bac+4, type licence spécialisée en data management, vous avez une expérience de 3 ans minimum dans sur un poste similaire.

Vous êtes reconnu pour votre rigueur, votre autonomie, vos qualités organisationnelles et relationnelles ainsi que votre communication

Vous parlez anglais couramment.

Avez-vous déjà pensé à devenir consultant en recrutement ?

Deux fois Great Place to Work, Walters People a reçu 5 étoiles dans le classement des Meilleurs Cabinets de Recrutement du journal Les Echos (catégories: Travail Temporaire et Managers et Spécialistes).

Nous avons de nombreuses opportunités à pourvoir dans nos équipes, n’hésitez plus, rejoignez-nous https://www.walterspeople.fr/nous-rejoindre.html

Nous recrutons un(e) Data Manager H/F pour un CDD d'un an.
Le poste est basé à Chartres. Vous travaillerez pour un grand groupe spécialisé en industrialisation.
Le poste est à pourvoir dès que possible avec une rémunération comprises entre 32 000€ et 37 000€ brut."
66,Ingénieur Avant-Vente - Solutions Data F/H,Colombes (92),DANITIS,None,None,"Ingénieur Avant-Vente - Solutions Data F/H
Ref. Apec : 167778431W
DANITIS
1
CDI
Colombes - 92
Publiée le 03/03/2022
Actualisée le 03/03/2022
Postuler sur le site de l'entreprise
Salaire
65 - 70 k€ brut annuel
Prise de poste
Dès que possible
Expérience
Minimum 3 ans
Métier
Ingénieur avant-vente
Statut du poste
Cadre du secteur privé
Zone de déplacement
Pas de déplacement
Secteur d’activité du poste
COMMERCE DE GROS (COMMERCE INTERENTREPRISES) D'ORDINATEURS, D'ÉQUIPEMENTS INFORMATIQUES PÉRIPHÉRIQUES ET DE LOGICIELS

Descriptif du poste
Ingénieur Avant-Vente - Solutions Data - (H/F)
Rattaché(e) à la division Solutions & Innovations vous accompagnez les partenaires sur tous types de projets autour des solutions réseaux, sécurité, collaboration, virtualisation, Data Center, IoT, Cloud…
Nos services s’articulent autour de l’avant-vente, démonstrations de solutions, proof of concept et transfert de compétences.
En réel Business Partner, vous apportez une réelle valeur ajoutée au Business en offrant un support technique performant sur des offres technologiquement complexes. Nous sommes à la recherche d’un ingénieur avant-vente disposant de compétences en solutions Data qui sera dédié à la plateforme IBM Cloud Pak for Data. .
Missions principales :
Assurer le support technique avant-vente à l’équipe commerciale
Accompagner et conseiller les partenaires dans leurs projets Data Analytics
Animer des ateliers techniques avec les partenaires (sur Paris et en région)
Présenter les offres et former les partenaires sur les offres Analytics de notre catalogue
Assurer des démonstrations des produits installés.
Etre capable de réaliser des Proof Of Concept sur les offres Analytics
Profil recherché
Qualifications
Expérience :
Expérience de 3 ans minimum sur une fonction similaire chez un éditeur de logiciels ou dans le secteur des services.
Diplômes :
Formation supérieure Bac+5 de type Ecole d'Ingénieur
Connaissances, compétences et aptitudes requises :
Compétences dans le monde de la Data
Sens du service client, et capacité à créer des liens entre des métiers très hétérogènes tels que le marketing, l'analytique et l'informatique.
Autonomie et esprit d'initiative
Maîtrise de la langue anglaise à l'oral comme à l'écrit
Entreprise
Danitis est le cabinet de recrutement et d'outsourcing spécialiste des métiers qui font avancer le secteur de la Tech en France : commerciaux, Sales Specialists, business developer manager, chef de produits, acheteurs, architectes cloud, BI analysts Nous travaillons exclusivement avec les leaders du marché : constructeurs, éditeurs, grossistes, intégrateurs, ESN...
Personne en charge du recrutement
Céline Ben Salem - Chargée de recrutement"
67,INGÉNIEUR DATA BI F/H,Bron (69),TDI,3.5,None,"INGÉNIEUR DATA BI F/H
Ref. Apec : 167789772W / Ref. Société : talentplug-9484665
TDI
1
CDI
Bron - 69
Publiée le 04/03/2022
Actualisée le 04/03/2022
 SUR LE SITE DE L'ENTREPRISE
Salaire
A partir de 30 k€ brut annuel
Prise de poste
Dès que possible
Expérience
Minimum 2 ans
Métier
Chef de projet décisionnel
Statut du poste
Cadre du secteur privé
Zone de déplacement
Pas de déplacement
Secteur d’activité du poste
EDITION DE LOGICIELS APPLICATIFS

Descriptif du poste
Nous recherchons un Ingénieur BI. Vous intégrerez le service R&D composé de 30 personnes. Après une phase de formation interne sur nos produits et notre métier, vous aurez en charge la gestion de notre projet BI qui s'appuie sur TABLEAU. Vous participerez à toutes les phases de validation de vos analyses jusqu'à la mise en production.
Vous travaillerez en étroite collaboration avec nos Product Owner et Chefs de projet. Vous serez amenés à être au contact de nos clients.
Vous devrez vous inscrire dans la stratégie globale de l'entreprise sur le traitement de nos datas.
Profil recherché
Bac + 5 en informatique avec une spécialité BI / BIG DATA ou décisionnel.
Idéalement accompagné d'une expérience de quelques années.
Vous maîtrisez l'environnement SQL Server.
TABLEAU ou équivalent
TFS et méthodologie AGILE
Connaissance de l'anglais et de la gestion de projet.
Outre les aspects techniques, vous possédez une bonne capacité d'analyse, vous avez le sens de la communication et êtes dynamique
Entreprise
TDI est une société informatique en plein essor, éditrice de solutions innovantes dans le domaine de la logistique et plus particulièrement dans la ""Gestion des expéditions"".
Cette société à taille humaine existe depuis 20 ans et a développé au cours de ces années des partenariats solides avec de grandes enseignes, notamment dans le secteur du e-commerce."
68,Consultant(e) Transformation Digitale - Pôle ECM / Data Mana...,Villeurbanne (69),VIVERIS,4.1,None,"Consultant(e) Transformation Digitale - Pôle ECM / Data Management F/H
Ref. Apec : 167790171W / Ref. Société : talentplug-9499699
VIVERIS
2
CDI
Villeurbanne - 69
Publiée le 04/03/2022
Actualisée le 04/03/2022
 SUR LE SITE DE L'ENTREPRISE
Salaire
A négocier
Prise de poste
Dès que possible
Expérience
Minimum 2 ans
Métier
Responsable marketing digital
Statut du poste
Cadre du secteur privé
Zone de déplacement
Pas de déplacement
Secteur d’activité du poste
CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES

Descriptif du poste
Archivage, DAM, Gestion des informations produits, Data Management, les entreprises sont toutes confrontées à ces problématiques.


Intégré(e) dans notre équipe ECM / Data Management, vous intervenez en support aux équipes d'intégration et de développement pour assurer la qualité des réalisations produites par nos équipes techniques.


Vous serez amené(e) à intervenir sur les tâches suivantes :

Conception technique, rédaction de Spécifications, expertise technique
Paramétrage et développement, Déploiement d'applications WEB (Java 7 ou 8, HTML, CSS, JavaScript, ...)
Intégration des solutions dans le SI de nos clients (web services, API REST)
Interfaces avec nos clients et suivi de projets
Formation des administrateurs et intégrateurs techniques
Audit de code, garant de la qualité de nos livrables
...

Votre intervention sur chacune de ces phases sera plus ou moins importante en fonction des missions qui vous seront confiées
Profil recherché
Diplômé(e) d'une formation Bac + 5, ingénieur ou universitaire en informatique, vous justifiez d'expériences ayant sollicité vos compétences en programmation orientée objet, idéalement dans des environnements Java.


Vous êtes à l'aise avec les technologies WEB et souhaitez intégrer une équipe à taille humaine afin de contribuer sur des projets dans les domaines de l'ECM et du Data Management.


Vous avez idéalement déjà participé à la mise en place de solutions du marché sur du paramétrage et / ou du développement de la solution


Qualités attendues : initiative, curiosité, motivation, rigueur, travail en équipe, capacités rédactionnelles

Au-delà des compétences, c'est le potentiel que nous recherchons !
Entreprise
Viveris et un groupe de conseil et d'ingénierie spécialisé dans la conduite et la réalisation de projets dans les domaines de l'informatique et de l'électronique.

S'engager avec Viveris, c'est l'assurance de relever des défis techniques et humains tout en travaillant sur des projets innovants dans un environnement collaboratif et solidaire."
69,Assistant administratif et base de données H/F,Méry (73),GEODIS,3.5,None,"Informations générales
Entité de rattachement
GEODIS est un opérateur de la chaîne logistique se classant parmi les plus grandes entreprises dans son domaine en Europe et dans le monde. Rattaché à SNCF Logistics, qui est elle-même une branche du Groupe SNCF, GEODIS est le leader du Transport et de la Logistique en France et se place au quatrième rang européen. Son rayonnement international s'appuie sur une présence directe dans 67 pays et un réseau mondial qui relie plus de 120 pays.


Pourquoi nous rejoindre ?


Le Transport et la Logistique sont aujourd'hui un secteur clé de l'économie mondiale. En tant qu'acteur international majeur du marché, GEODIS a pour objectif la satisfaction totale de l'ensemble de ses parties prenantes, à commencer par celle de ses collaborateurs. Ce sont plus de 39500 collaborateurs à travers le monde qui partagent les mêmes valeurs d'engagement, de passion, de solidarité, de confiance et d'innovation, piliers de la stratégie du Groupe.


Ce poste est également ouvert à toute personne reconnue travailleur handicapé
Référence
2022-9021
Line Of Business

ROAD TRANSPORT
Description du poste
Type de contrat

CDI-Temps plein
Fonction

Fonctions Support - Finance
Intitulé du poste

Assistant administratif et base de données H/F
Description de la mission

Nous recherchons pour notre siège social Geodis Road Transport à Méry (73) Un(e) Assistant administratif et base de données H/F au sein de la Direction financière en CDI !

Vos principales missions seront les suivantes :


Participer à l'administration de bases de données tiers (client et fournisseurs) sur le logiciel interne de la société :Vérification, validation, création, modification de tiersMise à jour de données diversesSupport aux utilisateurs (explications, respect des procédures) – pays étranger qui sont amenés à modifier les tiersContribution aux procéduresApplication des règles liées aux données sensibles
Gérer les non-conformités liées aux factures sous-traitants et documents transport, ainsi que le support aux utilisateurs
Poste en CDI.
Possibilité de temps partiel.


Nos + :
Equilibre vie personnelle-professionnelleUne intégration suivie et un accompagnement dans votre prise de posteUne ambiance de travail sérieuse et solidaire
Mutuelle et prévoyance intéressanteService de téléconsultation médicale 7j/7 24h/24 gratuitTitre restaurant avec prise en charge 60% par l'entrepriseEpargne salariale avec abondement par l'entrepriseUn Comité social et économique proposant de nombreux services tout au long de l'année (chèques vacances, chèques culture, billets de cinéma…)Télétravail pérenne dès la fin de votre période d'essai
Profil du candidat
Particulièrement à l'aise avec les systèmes d'informations et Internet. Maitrise du pack office indispensable.La connaissance du cadre légal du fonctionnement d'une entreprise (immatriculation, ID Tva, facturation, condition de règlement, etc…) sera un plus
Rigueur, curiosité, organisation, esprit d'analyse et critique sont indispensablesAptitude à communiquer à l'orale ou à l'écrit avec des interlocuteurs nombreux
Anglais niveau B1 minimum
Temps de travail en %

100
Lieu de prise de service
Lieu de prise de service

Europe, France, Auvergne Rhône-Alpes, Savoie
Ville(s)

Méry

Critères candidat
Niveau d'études min. requis

BAC+2 / BTS / DUT
Niveau d'expérience dans la fonction

Débutant (1 à 5 ans d'expérience)"
70,Data Anlyst (F/H),92240 Malakoff,Adéquat,3.3,28 000 € par an,"Mission d'intérim de 18 mois à pourvoir rapidement à Malakoff (92)
Notre agence Adéquat Paris Tertiaire recrute des nouveaux talents pour le poste de Data Analyst (F/H)
Au sein du pôle Data, les principalesactivités de ce poste sont les suivantes :

Contrôler la qualité des données saisies dans les différents référentielsFaire évoluer le panel d'indicateurs clés à suivre sur la qualité de données en se basant sur les impacts financiers et de commercialisationRédiger les expressions de besoin pour la création de nouveaux indicateursProduire les indicateurs de façon hebdomadaire et identifier les anomaliesAnimer les réunions de suivi, mettre en place des plans d'action et les piloter auprès des différents servicesElaborer un reporting mensuel auprès de la direction et des dirigeants

Profil recherché :
De formation Bac+3 à BAC+5 en SI, SIG ou TélécomVous êtes doté d'au moins 2 années d'expériences significative sur un poste similaireVous maitrisez Power BI, SQL (Oracle), EXCEL, et des outils de SIG (SIG, ArcGIS, NetDesigner)Vous êtes méthodique et faites preuve de rigueur et d'autonomie
Rémunération et avantages :
Taux horaire fixe + 10% de fin de mission + 10% de congés payésPossibilité d'intégration rapide, de formation et d'évolution,Bénéficiez d'aides et de services dédiés (mutuelle, logement, garde enfant, déplacement
).
Rejoignez le groupe Adéquat, l'acteur le plus dynamique du secteur de l'emploi depuis 3 ans !
Adéquat, Simplement pour vous !"
71,Process Owner CMDB (Configuration Management Database) (m/f),Paris (75)+ 1 lieu,Airbus,4.2,None,"Airbus pioneers sustainable aerospace for a safe and united world. The Company constantly innovates to provide efficient and technologically-advanced solutions in aerospace, defence, and connected services. In commercial aircraft, Airbus offers modern and fuel-efficient airliners and associated services. Airbus is also a European leader in defence and security and one of the world's leading space businesses. In helicopters, Airbus provides the most efficient civil and military rotorcraft solutions and services worldwide.

Process Owner CMDB is accountable for the end to end definition, adoption and execution of the CMDB/assets processes.

Main tasks and responsibilities:
Process definition / maintenance / CSI
Drive Configuration Management process governance at Airbus Group level and worldwide (including alignment with AH, AD and roofs).
Define, publish and maintain documentation (including user guide, training material...), standard (Manuals), operational guide & best practices for the process.
Define, assess and follow implementation of new features or continuous improvement requirements of ITSM tooling (Service Now) for the process based on value.
Drive cultural change of the process (awareness, guidance, training...) on demand or proactively to ensure best adoption (including alignment with TRE or other POs if needed).
Define & monitor KPI about process adoption and efficiency.
Detect and propose improvements of effectiveness and efficiency of process-Conduct regular operational reviews and exchanges about improvements.
Process execution
Enable and support implementation and onboarding in the process which include adding new assets in the CMDB and most importantly automate their creation and update to keep the global CMDB up to date.
Continuous improvements for the automation and maintenance of non-discoverable data attributes including integration of other asset management systems as required.
Conduct data quality analysis, provide recommendations to address data quality issues, and prioritize and drive the implementation.
Enable / secure operational efficiency (e.g., production incident, technical expertise, support of other teams...).
Plan, manage and control the Configuration Management Database (CMDB) to ensure the accuracy of configuration data and proper reporting and status accounting.
Work with various stakeholders and CI data owners to ensure the quality of the CMDB data is maintained and all Configuration Items are up-to-date.
Stay up to date on the tool and standard in the tool (not become a technical expert).
Analyse impact from other major projects (upgrade, major change...) to the process and adapt if needed.

Hard skills and experience:

5-7 years of relevant experience in a Service Asset & Configuration Management capacity
Strong experience with ITSM ServiceNow (any certification appreciated)
Strong experience of ITIL processes (expert certification will be appreciated) and ITSM implementation
Experience with ServiceNow & Service Mapping, Discovery
Demonstrated ability to assess environments, conduct gap analysis, recommend improvements, develop and implement best practices, processes and methodologies
Knowledge of work flow process documentation and analysis
Experience in CMDB automation in complex environments
Agile experience/trained/certified
Fluent English (mandatory)

Soft skills:

Customer focused and recognized for your coordination, negotiation and relationship skills, your team spirit, your autonomy, and adaptability
Excellent and clear communication skills
Strong work and team ethic, emotional intelligence and interpersonal skills
Comfortable working in a fast-paced environment
Thorough attention to details and ability to multitask
Effective project and stakeholder management and prioritization skills
Able to work independently (with limited supervision) as well as a member of global, multicultural, and cross-functional diverse teams
Keen to self-develop and committed to developing others
Curious and passionate about improving and simplifying processes to maximize value and using latest technologies
Self-starter; you suggest innovative approaches and enhancements
Experienced in effectively coordinating multiple initiatives and working with conflicting priorities in a fast-paced environment
Strong storytelling skills and be able to design and translate technical specifications and solutions using business-friendly and user-friendly language and vice-versa
Strong value management skills and critical thinking

"
