,Title,Company,Salaire_annuel_moyen,Département,Titre/Data,Titre/Data Analyst,Titre/Data Scientist,Titre/Developpeur,Titre/Business Intelligence,Titre/Consultant,Titre/Senior,Titre/Engineer,Titre/freelance,Data Analyst,Data Scientist,Developpeur,Business Intelligence,Consultant,Senior,Debutant,Cadre,Engineer,big data,NLP,CDI,CDD,freelance,Bac+5,Bac+4,Bac+3,Bac+2,Python,Pyspark,Java,Julia,JavaScript,PHP,C++,SQL,NoSQL,AWS,Azure,Kafka,SQL Server,Machine_learning,deep_learning,English
10,Data Analyst F/H,Kent FR,47500.0,75,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
11,Data Analyst H/F,Andjaro,65000.0,75,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12,Data analyst décisionnel (IT),GROUPE HN,55500.0,75,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
13,QA / Data Analyst (H/F),My PepIT,42500.0,75,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,Data Analyst F/H,PRESTINFO SERVICES,45000.0,69,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
15,Data Analyst,Berger-Levrault,36500.0,69,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0
16,Data Analyst Marketing,KARPOS,45000.0,69,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0
17,H/F Data Analyst,OPERA,40000.0,69,1,1,0,0,0,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,QA / Data Analyst (H/F),My PepIT,42500.0,69,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Data Analyst H/F,Stanley Security France,38500.0,69,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Data Analyst Marketing,KARPOS,45000.0,69,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Analyste de données H/F,FRETLY,22500.0,69,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Data Analyst H/F,Smily RH,40000.0,69,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,6,1,0,0,0,0,0,0,0
23,DATA ANALYST,Urban Linker,42500.0,69,1,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24,Data Analyst Facturation F/H,MyLight Systems,33000.0,69,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Data Analyst (F/M/N),Data Recrutement,47500.0,69,1,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
26,Business data analyst (H/F),Adsearch,36500.0,69,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0
27,Data Analyst (F/H),Consept,37500.0,44,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,PRODUCT DATA ANALYST,Urban Linker,42500.0,44,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Lead Data Analyst - Data Visualisation H/F,Valoway,40000.0,44,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
30,Data Analyst / Data Viz Confirmé(e) (H/F),Activus Group,44000.0,31,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
31,Développeur Full Stack H/F,eKonsilio,45000.0,37,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Développeur junior en maintenance applicative - H/F,NUMEN SERVICES,35000.0,37,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,DEV JAVA - Tours/Remote / Freelance,ALLEGIS GROUP,295.0,37,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,DEVELOPPEUR PHP H/F,Apivia Courtage,35000.0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35,Développeur PHP H/F,APIVIA COURTAGE,35000.0,37,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
36,Développeur PHP H/F,INFORMATIS,35000.0,37,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
37,Développeur JAVA/J2EE H/F,ACII,39000.0,37,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
38,Développeur Full Stack H/F,ACII,37500.0,37,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Développeur Unity H/F,HAYS,40500.0,37,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,DEV JAVA - Tours/Remote / Freelance,ALLEGIS GROUP,295.0,37,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
41,Developpeur full stack applicatif mode SaaS H/F,LocalNova,25000.0,37,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0
42,LEAD DEVELOPPEUR(EUSE) SENIOR FULLSTACK 202202 (H/,VILLADIM,45000.0,37,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
43,Développeur PHP Symfony (H/F),Wemoov,40000.0,37,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0
44,Développeur Java / Angular H/F,ACII,39500.0,37,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0
45,Développeur Java/JEE H/F,Norsys,36500.0,37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0
46,SOFTWARE DEVELOPER H/F,Fineheart,37500.0,37,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
47,Développeur front end Javascript H/F,HAYS,40000.0,37,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
48,Développeur back end Javascript H/F,HAYS,40000.0,37,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0
49,DEVELOPPEUR PHP SYMFONY H/F EN CDI A TOURS (37),Wekey,37000.0,37,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0
50,Lead Développeur Java H/F,ACII,42000.0,37,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0
51,Développeur WordPress H/F / Freelance,HR-TEAM,375.0,75,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Developpeur Windev (H/F),Linking Talents,57500.0,91,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,2,0,0,0,0,0
53,Developpeur Web H/F,Upswing Engineering,50000.0,92,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Developpeur Bi F/H,Kent FR,52500.0,75,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
55,Développeur WordPress H/F,HR-TEAM,42500.0,75,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
56,Business Developer H/F (sans prospection - uniquement closer...,Chope Ton Biz Dev,45000.0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,Développeur Front-End H/F spécialisé Prestashop,LET'S CLIC,42500.0,75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
58,Développeur Wordpress H/F,26 Academy,30000.0,92,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
59,Développeur Front-End H/F,HCUB3,43075.5,75,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
60,Développeur Full Stack H/F,PLANITY,37500.0,75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
61,Developpeur blockchain,DigiCorp,41658.5,75,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Developpeur Mobile F/H,Kent FR,65000.0,75,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,Senior Développeur Back-end en full remote,FITAE,57500.0,75,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,2,0,0,0,0,0,0
64,Développeur Symfony / Freelance,FREELANCEREPUBLIK,475.0,92,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
65,Développeur Front-End junior (client final) H/F,HURRYMAN,37500.0,75,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,Développeur C# H/F,Levertech Consulting,50000.0,75,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
67,Développeur Front End (H/F),Augeo Software,42000.0,94,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
68,Développeur Python - H/F,One Logic Consulting,50000.0,92,0,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0
69,Développeur Javascript H/F,NEXFLOW,42989.0,75,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
70,Développeur Java Junior (H/F),Mind7 Consulting,38000.0,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0
71,Developpeur Web PHP/JS H/F,Kicklox,55000.0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0
72,Développeur Full Stack H/F Node/React,Stack Elite,44500.0,75,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,2,0,0,0,0,0,0
73,Assistant Développeur 4D,FITAE,30000.0,75,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,Développeur Node H/F,My PepIT,52500.0,75,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
75,DÉVELOPPEUR ET ANIMATEUR DE RÉSEAU VERANCO,VERANCO,52500.0,69,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
76,Développeur wordpress / Freelance,COEXYA,400.0,69,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
77,Développeur Talend (H/F) - 69,Aleysia,40000.0,69,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,Développeur Front-End H/F en CDI,"IQar, Editeur de logiciel et Pure Project Player",26000.0,69,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
79,Développeur Front-End H/F,Ciss,27500.0,69,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
80,Développeur Full Stack H/F - Legaltech,Agrume,35000.0,69,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0
81,Développeur Front-End - ReactJS F/H,IKIGAI,39500.0,69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,Développeur mobile H/F,SHAPE IT,40500.0,69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,Développeur Front-End H/F,SHAPE IT,41500.0,69,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
84,Développeur Full Stack F/H,Groupagora,32500.0,69,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,3,0,2,0,0,0,0,0,0,0,0
85,Développeur Informatique Frontend F/H,CIKABA,33000.0,69,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
86,Développeur Front-End H/F,GAC TECHNOLOGY,32000.0,69,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
87,Développeur PHP - H/F - CDI - Lyon - Junior accepté,AXOPEN,32500.0,69,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0
88,Développeur C# F/H,Groupagora,35000.0,69,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0
89,Recrute DEV front la/le plus …,Mapado,43000.0,69,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
90,Développeur Web front (H/F),Kaffein Agency,32250.0,69,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
91,Développeur.se Web,VP&WHITE,35000.0,69,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0
92,Developpeur Web H/F,STS,37500.0,69,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
93,Développeur Back-End H/F,AS Recrutement & Interim,42500.0,69,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Développeur back-end H/F,SHAPE IT,40500.0,69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
95,Développeur T-SQL F/H,GROUPAGORA,30500.0,69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0
96,Développeur .NET (F/H),Groupagora,35000.0,69,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,Développeur PHP Laravel - Full remote (H/F),TimTek,40000.0,69,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,3,0,2,3,0,1,0,0,0,0,0,0,0,0
98,Developpeur iOS - Lyon,NonStop Consulting,40000.0,69,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Développeur Java H/F (junior accepté) - CDI - Lyon,AXOPEN,32500.0,69,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
100,DEVELOPPEUR WORDPRESS confirmé (h/f),3C-EVOLUTION,32000.0,69,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
101,Développeur Full Stack H/F,Gen'éthic,44000.0,69,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
102,Développeurs / ses Front-End H/F,Oncrawl,40000.0,33,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
103,Développeur Prestashop (H/F),Work&You,45000.0,33,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
104,Developpeur Web H/F,Vazyvit,25000.0,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
105,Développeur Front - Intégrateur / Intégratrice junior - CDI...,Teamside,35000.0,33,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
106,Développeur Web Junior - back end H/F,23 quai des queyries,30000.0,33,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0
107,Développeur PHP H/F,idéveloppement,33000.0,33,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0
108,DEVELOPPEUR BACK JUNIOR PYTHON PHP,Displayce,35000.0,33,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,5,0,1,0,1,0,0,0,0,0,0
109,Développeur Pacbase (H/F) URGENT / Freelance,INFOTEL CONSEIL,475.0,33,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,Développeur mobile H/F,Ubiwan,35000.0,33,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
111,2021-37827 - Concepteur(trice) / Développeur(euse) F/H - Gra...,DSI Pôle Emploi,41850.0,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0
112,Développeur back-end H/F,Soan,30000.0,33,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
113,Développeur Java Angular (H/F-RQTH),Activus Group,40146.0,33,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0
